author,title,lyrics,song_id
PharA,Emcee,"Intro:
PharA BC Gangz G5R
Drop
PharA from da Westside...
Verse 1:
Nguyên gang phát ra năng lượng cháy mic truyền tay
Đống anh tài hội ngộ và Miền tây 
Mấy thanh niên chơi rap còn ghiền vay 
Mớ vần câu để bỏ chuyện phiền ngay
Mang buổi tiệc tới ngõ ngách của vùng nhiệt đới
Chối bỏ luôn thuyết của Einstein bởi vì cái trình này là tuyệt đối
Nên giờ thì sao ? Nếu là homie thì xin mời xơi thuốc lào
Nếu là người mới tới giơ gang signs để biết hood nào
PharA một cái tên do my thang những chuyện mình thường cố
Hip hop từ trường y ra đầu hẻm là Tri Thức – Đường Phố
Oh Đừng có mơ làm việc lớn khi cái tôi phình to
Kiên định trước những biến cố gian nan làm mình lo
Hip Hop là một cộng đồng ta lao động công ích
Lôi tờ giấy và cây viết đem vần câu phóng thích
Khoe những gì mình thật sự có và giờ là kick snare
Và đã bỏ những chuyện thị phi vì đây không thích nghe
Biggie Tupac linh thiên
Cục sắt được mài dũa kỹ thì lâu ngày nó sẽ Rakim và...
Hook:
One MC two MC, when my gun out everybody calm down
Westside G they call me a fighter
Đốt cháy nguyên một khu thì chuyện đó đâu ai ngờ
Peace 
Verse 2:
Muốn biết điều được cất giữ bí mật nhất thì giá phải trả thật đắt
Đưa cặp mắt...luôn canh chừng vật chất không để cho ai giật mất
Con người ta luôn bay bổng nên sống không hề chật đất
You better know dog...người miền Tây không hề lắt léo
Nón lá put down, anh nông dân cắt kéo
Vẫn ‘lào cai’ từ khi bình minh cho tới lúc xế
Còn nếu như muốn nếm quả đắng thì xin mời hút ké
Yeah ta không lu mờ
Là kẻ bất bại thay vì một tên loser
Và tay cầm mic cùng với một thứ niềm tin
The Best MC Miền Tây như chú Quyền Linh
Và chữ thành công không dễ gọi nên con đường này ta cứ chạy
Để energy luôn cháy thì phong độ ta luôn giữ 
Hey !!! I plays that games...Đem nó ra thử ngay
Để biết được PharA chơi được bao nhiêu thể loại khi đã lật ngược chữ A
Hook:
One MC two MC, when my gun out every body calm down
Westside G they call me a fighter
Đốt cháy nguyên một khu thì chuyện đó đâu ai ngờ x2",2786
VCC Left Hand,Onlyfans,"Hook: 
Fuhh that boy, what he talm bout?
Nói chuyện face to face, mày lại shut up
These “uhh” start kick in, call the plugg now
Watch your mouth, better watch out
Ignore the haters, only fans
Thằng nào cũng có chất riêng nhưng mà toàn copycat
Priceless
Không bán trên Shopee damn!
Take her to other lane
I’m sorry man!
Verse:
I get high high high high, đó là trạng thái của tao
Em yêu Tay Trái Trái Trái Trái, vậy thì biết làm sao?
Turn off the light light light light, đối diện em là ngôi sao
Đối diện anh là nôn nao
Tối cùng anh là không sao 
Tối cùng anh lên trên cao
Pool party ở rooftop, nhớ đem phao
Nhìn em như là K-POP Star
Going wild
Yeah she going wild
Như trên Rolling Loud
This Chanel, no Dickies
That Bihh on Disney
Bad Bihh, Woah Vicky
Yeahh she luv me, kiki
Quá nhiều tin, quá nhiều tin
Đừng nói nhiều... Immm!
Không bao giờ phải public số tài khoản đừng có tưởng cho mà lấy
Number(n)ine on my waist
Vivienne Westwood on my neck
This Raf Simons denim mấy thằng chơi bẩn đừng có động vào đấy
I’m too fly, I’m too high. 
Hết dịch là anh em lại bay",2787
Vsplifff,Xcuses,"got on top with da music 
never talking about excuses ... 
money dressed in blue, 
only smoke exclusive 
I make a movie, not excuses
[VER 1]
(too many) too many bands, post up in ma save
too many Xans, I can’t feel ma face 
jewelries on me shorty call me Johnny Dang (ay) 
top ten, if ya smart then don’t step in ma way 
sipping dat champagne, I can feel no pain 
pop in events 
got many fans 
in moving packs like UPS 
22 racks, I’m truly blessed 
lil Asian boo, her booty fat 
she throw dat back like a Cadillac 
I’m moving fast, but hit her slow 
passing da ass, how I’m passing Dro
put it in da bag, I take and go 
icy baguette, 
hop on da jet 
(woah) 
[hook]
got on top with da music 
never talking about excuses 
put on ma guard 
too many opps wanna kill me
money dressed in blue, 
only smoke exclusive 
I make a movie, not excuses 
[ver 2]
on da street hustling 
yeah I feel like Nipsey 
floor seat, 
purple drank got me feeling tipsy 
first you wanna be Smoke, 
now you wanna cover Bizzy 
VSplifff make ya choked, Carolina Reapie
pop Hennessy 
got enemies 
they preying for me 
positive energy, 
if ya friends w me,
I’m praying for ya 
a K or two, when I’m in da mood 
ain’t playing wit you 
imma player 
ain’t got time to lose for them fool’s excuses.
[Bonny]
Wit ma man 
Hop to the top 
aint stop 
we’re popping dope
Got a bag full of cash 
I’m watching lacking haters want it
Lil b!tch 
spread yo lie 
liars got no prize 
Imma let da rumors fly 
pop out your thang 
or hop out my gang 
Only God shows forgiveness 
No snitch, get rich, 
they know I’m real, b!tch
my circle’s none of your business 
Stop making excuses for your made up bullsh!t.
 
",2788
Schxxl,Đập Chậu Cướp Hoa,"Đập chậu cướp hoa là a thích vậy
Nàng bước qua là a thích eh
Nàng thướt tha là a thích eh
Thẳng ra là a thích bae 
Váy ngắn xinh trên tầng lầu
Tai headphone em gật đầu
A bước ra trông thật ngầu
A Đến là đập chậu cướp hoa
Nhiều thằng loay hoay làm sao để có được nàng
Vẫn kiểu inbox làm *** và nói chuyện xàm
Ngực bạn trai em đang chuẩn bị nhói ngập tràn
Vì 2 3 giây là tay anh đã trói được nàng
Là người đưa tin anh mang ra đây bad news u 
Cậu bạn trai nói bậy là hey *** you uh
Kém sang thực sự, chúng nó phải xem anh phục vụ
Quý cô đằng cấp, 6 sao JW uh
Ya mê mệt. như có đĩa nhạc ở trên miệng
Nghe cách anh kể em cảm thấy mê như nghe comic của Phê Truyện
Nó vẫn Chửi anh là đê tiện , anh vẫn li bì mà ko im
Cuốn quá em phải xem hết anh thôi, như là review phim
Em thích lắm đợi anh đến và pick up
Bạn trai em ở tít tắp , đường a thả boom Zigg zắc
Gọi chúng mày là tiktok, vì em ấy chỉ lướt qua
Với phong thái của hiphop, tao đến đập chậu cướp hoa
nàng bước qua là a thích mê, hãy thôi miên vào anh tiếp đê. you got me girl wow. smoothly like my flow.
bạn trai em thì mau cút đê, ko mún đau thì mau cút đê. i got you girl uow. baby let them know
Đóng băng thời gian như Ekko
Hút hồn em như là Viego
Hahaha hoho
Tình Yêu mù quáng như là Teemo
Quá khứ chợt quên ngay
Giường có dột đêm nay
Bật nhạc của Thịnh Suy, ta có 1 đêm say
Như con hạc em bay, hết pin sạc thêm ngay
Cho em thu adlib ah ah ... nhạc thêm hay
Nhìn quả môi chúm chím 
Cả vòng 3 uy tín cho a vừa đủ ôm
Sức mạnh như Thánh Gióng ôm em như trái bóng lưới tình Trường a là thủ môn
Nhưng nếu em là cảnh sát đi bắt tội phạm thì a cũng xin được còng tay
Cái đẹp là khởi nguồn của tội ác tội ác này anh xin được nhận ngay
 
",2789
Golddie 888,Trip,"Bài hát: Trip - Golddie 888, .dasick
Trôi ra nơi xa về gần, cuộc tình mình ngày càng sâu thêm
Yêu ai cho đến tận cùng, từng bài nhạc mình làm thâu đêm
Hai ta đi xa về gần, đi cùng mây tới nơi đồng hoa
Tương lai xa xôi mịt mù, đời còn dài hãy đi cùng anh...
Babe ơi hãy đi cùng anh
Trong cơn mơ chúng ta gặp nhau
Yêu thương kia vẫn luôn đậm sâu
Ta trao nhau những cái ôm thật lâu . | x2
Ngước lên trên giữa ánh mặt trời
Em hôn lên đôi mắt đôi môi
Yêu thương kia trao hết em rồi
Anh hôn lên đôi mắt đôi môi
Tiếng yêu thương hôm đó ta trao
Em là ai mắt sáng như sao
Đôi môi ánh mắt đó ta trao
Khi yêu anh em thấy nôn naoooo...
Trôi ra nơi xa về gần, cuộc tình mình ngày càng sâu thêm
Yêu ai cho đến tận cùng, từng bài nhạc mình làm thâu đêm
Hai ta đi xa về gần, đi cùng mây tới nơi đồng hoa
Tương lai xa xôi mịt mù, đời còn dài hãy đi cùng anh...
Babe ơi hãy đi cùng anh
Trong cơn mơ chúng ta gặp nhau
Yêu thương kia vẫn luôn đậm sâu
Ta trao nhau những cái ôm thật lâu . | x2
Ngước lên trên giữa ánh mặt trời
Em hôn lên đôi mắt đôi môi
Yêu thương kia trao hết em rồi
Anh hôn lên đôi mắt đôi môi
Tiếng yêu thương hôm đó ta trao
Em là ai mắt sáng như sao
Đôi môi ánh mắt đó ta trao
Khi yêu anh em thấy nôn naoooo...
 
",2807
Masta Trippy,Nói Với Nhau,"Bài hát: Nói Với Nhau - Masta Trippy
Ta đi ngang qua nhau, đi qua bao nhiêu những nỗi đau
Con đường cứ dài hơn, anh muốn quay về nơi bắt đầu
Nói với anh một câu, những gì ta đã từng che giấu
Cho dù không còn nhau xin hãy nói với nhau một lời
Nói với nhau một lời, nói với nhau một lời
Nói với nhau một lời, xin hãy nói với nhau một lời
Nói với nhau một lời, nói với nhau một lời
Nói với nhau một lời, mùa thu sang tàn lá rơi
Em bước đi ngang qua, không thèm nhìn anh nói một lời
Tim anh như tan ra, em bỏ anh đi theo người mới
Kiêu sa bước trong bar, để cho bao gã trai gọi mời
Nhìn vào những đường cong và đôi mắt kia, mãi không rời
Ta không, nhớ nhau, bỏ quên qua từng năm tháng
Anh không, có ai, trách bản thân mình vội vàng
Lúc mắt ướt là khi, look cất bước nàng đi
Kéo theo là nhiều đêm âu lo rồi đã khiến cho đôi mắt thâm xì
Ya ya, đã bao đêm ta chưa ghé thăm
Đã là, khoảng thời gian quanh anh tối tăm
Anh không biết, tại sao anh cứ mãi triền miên
Tim đã chết, thì quan tâm lại càng thêm phiền
Ta đi ngang qua nhau, đi qua bao nhiêu những nỗi đau
Con đường cứ dài hơn, anh muốn quay về nơi bắt đầu
Nói với anh một câu, những gì ta đã từng che giấu
Cho dù không còn nhau xin hãy nói với nhau một lời
Nói với nhau một lời, nói với nhau một lời
Nói với nhau một lời, xin hãy nói với nhau một lời
Nói với nhau một lời, nói với nhau một lời
Nói với nhau một lời, mùa thu sang tàn lá rơi
Anh không *** nói ra, là anh vẫn nhớ em hàng ngày
Không suy tư quá xa, chỉ quan tâm vài chuyện gần đây
Anh phế như Teemo khi không lên Mặt Nạ Đọa Đày
Ta không tin lời nhau mà ta luôn tin vào những điều mà ta trông thấy
Anh thấy em, như không ***, chẳng hiểu bỏ mặc hay kệ
Khi thăng hoa, tim tan ra, không ai đưa thằng say về
Ngay sâu tim hơi rối ren, khi nơi đây không có em
Đi vào trong nơi tối đen, không còn một ai nơi lối ***
Trăng lên đỉnh núi thì trăng tà
Tim em lạnh như kỷ băng hà
Tâm tư anh vẫn nghĩ chắc là
Niềm tin trong ta giờ tăng giá
Cố bám vững nhiều ngày qua
Cứ ngỡ những chuyện xảy ra
Trong tâm thức người và ta
Giờ chỉ còn là ký ức xa lạ
Ta đi ngang qua nhau, đi qua bao nhiêu những nỗi đau
Con đường cứ dài hơn, anh muốn quay về nơi bắt đầu
Nói với anh một câu, những gì ta đã từng che giấu
Cho dù không còn nhau xin hãy nói với nhau một lời
Nói với nhau một lời, nói với nhau một lời
Nói với nhau một lời, xin hãy nói với nhau một lời
Nói với nhau một lời, nói với nhau một lời
Nói với nhau một lời, mùa thu sang tàn lá rơi
 
",2808
Masta Trippy,Anh Muốn Được,"Bài hát: Anh Muốn Được - Masta Trippy
Bao ngày qua anh như cuồng quay ngân nga theo tiếng đàn
Để chuyện hôm qua đưa ra đằng sau bằng cách anh viết nhạc
Niềm đau từng cơn giờ sao nhiều hơn làm anh cần em đến vậy
Anh nhớ em nhiều, anh muốn em, bae
Có nước mắt rơi trên điện thoại
Nhớ những phút được gọi điện lại
Sẽ không biết mình còn khờ dại đến khi nào?
Chờ dưới mưa rào
Một ngày chờ ngóng chắc chưa sao
Nhiều ngày tình cảm dần sẽ hư hao
Từng hạt mưa rơi giờ thành bão
Anh muốn được nghe em nói một câu
Anh muốn được về với ký ức ban đầu
Ôm em chặt hơn hôn môi thật sâu
Anh muốn em, anh muốn em Sẽ luôn xuất hiện nằm trong những nốt nhạc
Nhiều khi trong tim không muốn viết ra, nhưng anh vẫn cứ thấy nhớ em hàng ngày
Từng lời yêu thương xưa nghe thiết tha, giờ sao đắt giá còn hơn cả là vàng tây
Thời gian khiến hai ta thêm cách xa, nhưng nỗi nhớ em vẫn cứ đong và tràn đầy
Oh baby, can you give me your “bàn tay”?
Khi càng bay
Thì bài nhạc càng hay đấy
Tro tàn bay
Rượu giờ chẳng còn say mấy
Những ký ức khi em bước đi ngang khoảng trời màu xanh
Nhắc anh đó từng là thời gian đẹp nhất cuộc đời anh
Anh muốn được nghe em nói một câu
Anh muốn được về với ký ức ban đầu
Ôm em chặt hơn hôn môi thật sâu
Anh muốn em, anh muốn em Sẽ luôn xuất hiện nằm trong những nốt nhạc
 
",2809
daBee,Sài Gòn Mau Khoẻ,"Verse 1
Sài gòn khỏi ốm chưa ? Sài Gòn ơi !
Bắt đầu thấy nhớ ánh nắng mặt trời rồi
Cái Thời chưa chạy deadline cuối tháng
Mỗi sáng, qua rủ mấy thằng bạn đi bơi
Sài gòn bớt nóng nha sài gòn ơi
Coi như mình năn nỉ nhau rồi, hay là 
Hôm qua hít khói xe nhiều quá 
Nên Hôm nay sài gòn cần nghỉ ngơi
Sài Gòn sẽ ổn thôi 
Sài Gòn ơi 
Chớ những tối bờ kè ngồi ngắm sài gòn trôi
không ai phải vội / đợi thật khỏe nhé!
Nhưng mà sài gòn khỏi ốm nha! Sài Gòn ơi !
Hook
Cuộc sống vốn dĩ luôn quay cuồng 
 chậm lại đi một chút , phố xá đang vui 
Sài gòn vẫn thế , chẳng khác hơn ngày thường
Chậm chậm lại đi một chút mọi thứ cũng sẽ xong xuôi
Cuộc sống vốn dĩ luôn quay cuồng 
Lòng người hôm nay màu trắng hôm sau nó cháy đen thui
Sài gòn vẫn thế , chẳng khác hơn ngày thường
Tạm rời xa với chút với những phép tính hên tui
Verse 2:
Sài Gòn – những mảng màu độc lập chân phương
Là tiếng nói là tiếng cười của những người thân phương
Là bờ vai m không thể thấy bằng mắt thường !
Là những lần vô tình khẩu nghiệp khi tắc đường
Là những lần lướt đi mau /không ai hay mình khóc
Lệ ướt mi lau , theo cơn đau quặn thắt 
Khi chạy thật chậm , được sống lại những lời tán dương
Rồi về lại 4 bức tường, thành kẻ cô độc đáng thương
Không cần tháng lương , không cẩn gương ép
Không phải khép nép làm những điều mình được phép
Thời gian sẽ dưỡng lành, những ngày tháng hư hao
Ai khi trưởng thành mà không đổ vỡ như nhau ? 
25 năm toàn phép loại suy , hoài nghi
*** ba lời đời phán xét ngoại vi , ngại chi ? 
Cách chim nào bay hoài không mỏi
Nên thân này đi là để dừng , dừng để lại đi.
 
",2810
Soon,Em FLEXING,"Baby girl em flexing
Baby girl em flexing
Baby girl em flexing
Và ngày đầu tiên nơi đây trong thấy em
Bỗng giây phút ấy tim anh ... như... rối ren
Oh baby girl anh chỉ muốn xin số phone
Và anh thấy em trông flexing quá đê
Em khiến anh phải rối ren (no)
Em là màu ánh sáng trong tối đen, khiến anh ngây ngô
Như màu ánh sáng đem đến cho anh, tình yêu màu nắng
Khiến anh từ bỏ mọi cuộc đua, không cần phần thắng
Ok, ingstram em nhiều người theo dõi 
So với tiền bạc ngoài kìa làm sao mà anh đeo nỗi
Chỉ có trái tim chân thành mong em thay đổi
Ngày đầu tiên em đã làm anh phải say rồi
Baby girl em flexing
Baby girl em flexing
Baby girl em flexing
Và ngày đầu tiên nơi đây trong thấy em
Bỗng giây phút ấy tim anh như rối ren
Oh baby girl anh chỉ muốn xin số phone
Và anh thấy trông flexing quá đê
Em có bao nhiêu vệ tinh xung quanh đấy
Anh mặc kệ dù tất cả anh chỉ muốn tình yêu như tranh này
Dù phong ba bão táp anh chỉ muốn em thôi
Muốn nhâm nhi với em qua màn đêm trôi
Và bây giờ chỉ cần e thôi, i need you
Muốn thành thật với em là i love you
Baby, i can say my love
Danh bạ của anh tên em on top
Baby girl em flexing
Baby girl em flexing
Baby girl em flexing
Và ngày đầu tiên nơi đây trong thấy em
Bỗng giây phút ấy tim anh như rối ren
Oh baby girl anh chỉ muốn xin số phone
Và anh thấy trông flexing quá đê
em flexing
 
",2811
Arius Boiz,Thầm Thì Em Cần Gì,"Nước mắt lăn dài trên má
Chắc chắn là vì dối trá
Anh ta đã mang
Tiếng khóc vang tận tâm can
Nỗi xót xa cùng vết xước
Anh ta đã ban
Những muộn phiền rồi cũng sẽ quên nhanh
Chẳng còn buồn vì làm gì còn bên anh
Gào thét 1 mình ở trong căn phòng mờ
Đã kết thúc sao cứ cố làm gì?
Suy nghĩ tại vì sao em không nghe theo lí trí mình?
Cảm xúc có lẽ chỉ còn lại buồn sầu
Biết khóc, biết đau , biết cười
Nhớ lắm, cũng chẳng làm chi?
Liệu em còn nghe con tim thầm 
Thì ú u...
Liệu thâm tâm em cần gí
Í i 
Khi yêu thương chợt ngó ngàng, nhưng sao em lại ngó lơ
Thả tương tư của em nhẹ trôi giữa bao làn mây mờ
Ú u, tim em thầm thì 
Ú u, em đang cần gì?
Ú u, con tim em vẫn đang thầm thì
Một ngày mai yêu đương gần kề
Thầm thì con tim em cần gì?
Em vẫn chưa ăn gì
Cứ thế em thức trắng đêm
Con tim bên trong em lạnh dần, chuyện buồn này chuyện buồn kia làm em đau nhức thêm
Thanh xuân em đốt cho lụi tàn
Thâu đêm em trên bar với hội bạn
Overnight em xem như nắng mai, vươn vai chỉ mỗi em, không có thể mắng ai
Oh wait, em đã nói với anh, giá như ngày đó người em chọn là anh
Oh babe, anh đã nghĩ giống em, ai cũng muốn quay ngược lại thời gian
Anh từng love u like a love song nhưng giờ đây tất cả chỉ còn là quá khứ
Bây giờ thích making making money không còn có thời gian cho 2 chữ “giá như”
Suy nghĩ tại vì sao em không nghe theo lí trí mình?
Cảm xúc có lẽ chỉ còn lại buồn sầu
Biết khóc, biết đau, biết cười
Nhớ lắm, cũng chẳng làm chi?
Liệu em còn nghe con tim thầm thì
Liệu giờ thâm tâm em cần gì
Khi yêu thương chợt ngó ngàng, nhưng sao em lại ngó lơ
Thả tương tư của em nhẹ trôi giữa bao làn mây mờ
 
",2812
Sinkra,Mẹ Tôi Hôm Nay,"Lúc còn nhỏ thì mẹ bế ta... lúc mẹ già thì ai bế mẹ
Mẹ là người thay thế tất cả ...nhưng tất cả không thể thay thế mẹ
Mẹ là người đứng về phía ta ....khi xung quanh ta xảy ra nhiều chuyện
Mẹ là người tuyệt vời nhất đó... làm tất cả thương ta vô điều kiện
Khi ta bôn ba nơi xa quay trở về mẹ luôn mỉm cười nhẹ
Trước mặt ta có vô vàn cạm bẫy quay đầu lại luôn có một người mẹ
Gương mặt này nhìn vào đứa con, đưa tấm lưng che chở trước mặt trời
nghĩ lại xem mày đã làm được gì trả hiếu chưa thằng nhóc này thật khờ
Thương con từ lúc còn trong bụng thương con đến lúc nào con chào đời
Thương con đến lúc con lớn khôn tình thương đó mẹ giành luôn có từ nào giờ
ta trách móc cuộc đời không công bằng ... vì xunh quanh có quá nhiều thăng trầm
nghĩ ba mẹ lúc nào cũng sung sướng...nhưng ta đâu biết họ chịu đựng trong âm thầm
thực tế chúng ta là những kẻ ích kỷ, chỉ biết suy nghĩ cho bản thân
coi trọng bạn bè mà người nhà ta ít nghĩ con đường ta đi luôn cứ nghĩ họ cản chân
thằng con chỉ biết cãi lời ... làm theo những gì nó đã muốn
nhưng rồi cuộc đời của mày sẽ ra sao nếu... như ba mẹ mày ngã xuống
hook
Xin xin thời gian hãy quay trở về như ngày xưa
Tôi muốn mẹ không còn rơi nước mắt vì tôi
Từng ngày trôi qua con đã không... bên mẹ quan... tâm nhiều hơn... con xin lỗi... con đã sai... mong
hãy tha thứ cho con
Mẹ ơi.... i love you mom
Xin xin thời gian thôi ngừng trôi. Hãy quay về đây như ngày xưa
Tôi mong mẹ tôi ko còn rơi nước mắt vì tôi
Từng ngày trôi qua con đã ko bên mẹ quan tâm nhiều hơn
Con xin lỗi
Con đã sai
xin hãy thứ tha cho con
Mẹ ơi
I love you mom
ver 2
Thời gian qua con để mẹ buồn để cho mẹ phải lo lắng thêm
Có những lần con đi chơi khuya là những lần mẹ thức trắng đêm
Rồi những lần mà mẹ đau ốm con đã không ở nhà bên cạnh
Con chính là chiếc áo ấm mà mẹ có nhưng lúc nào cũng để cho mẹ trở nên lạnh
Có những lần mẹ gọi điện mẹ hỏi thăm nhưng con không bắt máy
Vì con mãi mê những thứ xunh quanh mà LỜ đi người mẹ thương con trong lúc ấy
Có những lần mẹ giận hờn vì những lời khó nghe ở trong con
Những lần con khó chịu to tiếng... là bữa cơm ...của mẹ hôm... đó lại phải ...ăn không ngon
Mẹ đã chịu đựng bao... nhiêu năm qua ...dù là ta ra sao mẹ vẫn thương ta
dãi nắng *** sương mặc kệ đen da...vẫn trông ngóng thằng con làm ở phương xa
gọi điện từng lời mẹ chẳng cộc cằn miệt mài từng ngày dù là nhọc nhằn...
làm việc từ xuân hạ thu đông sang nhưng mà vì thằng con mẹ vẫn không than
muốn con được vui muốn con được cười nên miếng cơm manh áo giành cho con từ nhỏ
Dù gia đình có sóng gió tới đâu mẹ vẫn không đắn đo lo lắng không từ bỏ
Mẹ dang rộng bàn tay đón lấy con cánh cửa trong tim mẹ sẽ luôn còn mở
Thì mẹ ơi hãy để con báo hiếu chăm sóc cho ba mẹ khi con vẫn còn thở
 
",2813
BadBz,Kể Anh Nghe,"Oh baby girl anh đây em nói đi 
Những điều từ lâu em luôn giấu kín
Đừng để người ta phải làm em nghĩ suy
Đừng để giọt buồn lại tràn trên mi
(I know u lonely 
Tonight just call me
If u really wanna feel the love)
I don’t wanna know ur ex and how he bad và tại sao anh ta lại làm điều đó
I just need to know how bad do you feel và lý do em không tin tình yêu I see
Sài Gòn về đêm rộn ràng vội vàng nhưng riêng em ướt mi
Vài lời thị phi quanh ta là điều thường tình đừng trách chi
Đời nhẹ như tơ khi cho qua đi chuyện buồn từng khắc ghi
Từng tin câu hứa đôi ba ngày sau là quên mau
Vì kẻ đi săn thấy mồi là shoot
Em chỉ cần dại khờ một phút
Là sơ mi em mất 1 nút
Không biết ngay từ lúc nào
Gọi tên anh là kush
Nghe voice anh vang lên là hút
Waiting for u in mah room~
You can call me Bae
Oh baby girl anh đây em nói đi 
Những điều từ lâu em luôn giấu kín
Đừng để người ta phải làm em nghĩ suy
Đừng để giọt buồn lại tràn trên mi
(I know u lonely 
Tonight just call me
If u really wanna feel the love)
Baby what’s wrong
Gọi anh khi 12h đêm
Lại một lần nữa
Những lúc em khóc không ai kề bên
Đôi khi màn đêm 
Thỳ chỉ cần thêm một ai gọi tên
Thêm một bờ vai
Ở đó để em có thể make it rain
Em make it rain
Em như là queen, queen of the trends
Khó có thể add friend, khó có thể làm ***
Nhìn vào gương, chẳng có điều gì làm em phải ghen
With them bitches bitches
Cus u thickest thickest
No covid but together
U know we sickest sickest
Your deepest secrets
Are safe to me
Mặc kệ thị phi
U know we meant to be, meant to be yeah 
Oh baby girl anh đây em nói đi 
Những điều từ lâu em luôn giấu kín
Đừng để người ta phải làm em nghĩ suy
Đừng để giọt buồn lại tràn trên mi
(I know u lonely 
Tonight just call me
If u really wanna feel the love)
 
",2814
BWEED,Dem Hom Qua,"Đêm hôm qua anh cùng ai mang yêu thương đi thật xa
Quên đi câu yêu đậm sâu bao ngày vui đã kết thúc
Nếu có ước muốn em chỉ muốn anh quay về
Nắm lấy đôi tay trao nhau chiếc hôn môi kề
Đêm hôm qua em đã thấy những gì?
Đêm hôm qua câu anh nói chia ly 
Sao hai ta chẳng thể đến bên nhau
Sao anh luôn luôn phải khiến em đau
Mưa rơi xuống kế bên thềm nhà, sau mọi chuyện đã vỡ tan
Anh bước đến kế bên cô ta, bỏ lại người tình thở than
Lắm phút đắm đuối trao anh bao lâu, nhưng sao đêm qua anh lại chôn cất giấu
Cuộc gọi điện cuối anh không trả lời, để em nhung nhớ hơn cả mây trời
Nỡ quên đi bao ngày vui trên đầu môi tiếng yêu câu hẹn thề
Hứa không xa sao giờ đây riêng mình em lẻ loi trên đường về
Giờ cuộc tình phai phôi tháng năm vẫn cứ trôi
Kỉ niệm giờ phai phôi cớ sao anh đi rồi 
Đêm hôm qua em đã thấy những gì?
Đêm hôm qua câu anh nói chia ly 
Sao hai ta chẳng thể đến bên nhau
Sao anh luôn luôn phải khiến em đau
Đêm qua là ác mộng cùng bao nhiêu khát vọng 
Tất cả tan nát mọi thứ sụp đổ kết thúc không như cách ta từng mong
Niềm tin đặt vào lại quá nhiều ta lại trót tin những lời hứa chỉ toàn toàn là mật ngọt mà chẳng nhận lại một chút gì gọi là hành động
Vậy giờ là sao? Rồi ta còn gì?
Ngày mới lại đến nhưng mà liệu có còn nhau
Tổn thương con tim cho đến giờ vẫn còn đau
Ngắm sao đêm nước mắt vương trên mi và ta không còn biết mình là ai
Gạt tàn kia thì cũng lại gần đầy tiêu cực theo từng ngày mới biết rằng là sai
Làm sao để quên đi quá khứ?
Làm sao để quên đi hẹn thề?
Giờ trong đầu chỉ còn lại câu hỏi tại sao khi mất nhau ta không tìm lại nhau
Baby you know, i’m so missing you
Nhưng cạnh bên anh là ai khác chẳng phải em
My broken heart con tim của em đang vỡ tan
Đêm nay trôi thật mau, sao không ở lại cùng em mà thở than
 
",2815
Dr.Wild,Ta Chẳng Có Gì Ngoài Tình Yêu,"Ta chẳng có gì cả ngoài tình yêu
Chẳng có nhiều tiền để tiêu
Chẳng có xe sang đồ hiệu
Chỉ có lời nhạc cùng mình phiêu...
Ta chẳng có gì ngoài tình yêu 
Bae ta chẳng có gì ngoài bàn tay
Chẳng có gì ngoài mê say
Chẳng có gì ngoài những hoài bão vẫn đang ngập tràn và rực cháy.
Ta chẳng có gì để lung lay
Chẳng có gì để trốn chạy
Chẳng có gì để ngăn cản ta yêu nhau ngay lúc này 
Babe
em yêu lời ca tôi hát
Say mê
Mây trôi lửng lơ cùng tiếng nhạc 
Sẽ thật buồn nếu như mà
Ta chẳng có gì để tiếc nuối
Chẳng có gì để theo đuổi
Chẳng có gì vướng bận và theo đuôi
Chẳng có những ngày rong ruổi
Chẳng có cả đóm lửa tàn điếu thuốc cuối
Chẳng có những phút mê muội
Chẳng có những ngày cật lực mình ngược xuôi
Chẳng có những chiều nằm dài trên bãi cát, nghe biển hát
Vùi mình vào đất mẹ thấy nhẹ nhàng lòng miên mang
Để tâm trí tĩnh lặng nhận ra nơi đây chính là thiên đàng 
Babe
Lặng yên mình sóng vỗ
Say mê 
Say mê
Con tìm mừng vui khi có em 
Ta đã đi qua nhiều sóng gió
Cùng nhau chia sẻ phiền lo
Cùng chia nhau mẩu bánh mỳ nguội và điếu k còn cháy đỏ.
Cùng nghĩ về ước mơ to
Cùng xây một ngôi nhà nhỏ
Cùng nhau tạo dựng một gia đình đầy tiếng cười ở trong đó
Ta chẳng có gì để đắn đo
Chẳng có gì phải sợ hãi
Chẳng có gì có thểcản nổi những bước chân vẫn miệt mài
Chẳng có gì ở hiện tại
Nhưng chưa chắc đã phải tương lai
Chẳng có gì lớn lao nhưng anh mong sao ta bên nhau mãi mãi...
Babe
Tình yêu điều quý giá
Say mê
Bình yên là khi em ghé qua
Ta chẳng có gì cả ngoài tình yêu
Chẳng có nhiều tiền để tiêu
Chẳng có xe sang đồ hiệu
Chỉ có lời nhạc cùng mình phiêu...
Ta chẳng có gì ngoài tình yêu.
 
",2816
